Date,Adjusted Close,Close,High,Low,Open,Volume
2023-08-14,8288.578125,8290.0,8324.0,8236.0,8292.0,464723
2023-08-15,8198.59375,8200.0,8278.0,8186.0,8268.0,540037
2023-08-16,8156.60009765625,8158.0,8208.0,8138.0,8154.0,648616
2023-08-17,8074.9677734375,8076.0,8162.0,8074.0,8112.0,668535
2023-08-18,8036.97216796875,8038.0,8070.0,7988.0,8052.0,752006
2023-08-21,8066.96826171875,8068.0,8068.0,8015.2822265625,8046.0,2801193
2023-08-22,8040.97216796875,8042.0,8120.0,8004.0,8106.0,2186330
2023-08-23,8126.96044921875,8128.0,8132.0,8012.0,8026.0,841497
2023-08-24,8170.95556640625,8172.0,8262.0,8162.0,8188.0,337921
2023-08-25,8180.9541015625,8182.0,8256.0,8166.0,8166.0,478539
2023-08-29,8198.9521484375,8200.0,8280.7177734375,8172.0,8278.0,1185069
2023-08-30,8194.9521484375,8196.0,8260.0,8190.0,8222.0,544787
2023-08-31,8176.9541015625,8178.0,8218.0,8138.0,8176.0,1204781
2023-09-01,8174.95458984375,8176.0,8246.0,8154.0,8180.0,648083
2023-09-04,8166.95556640625,8168.0,8236.0,8148.0,8200.0,312014
2023-09-05,8156.95703125,8158.0,8216.0,8094.0,8150.0,1022394
2023-09-06,8262.943359375,8264.0,8272.0,8106.0,8158.0,415921
2023-09-07,8174.95458984375,8176.0,8226.0,7950.0,8070.0,7196204
2023-09-08,8262.943359375,8264.0,8280.0,8070.0,8196.0,3533302
2023-09-11,8298.9384765625,8300.0,8400.0,8294.1904296875,8322.0,5273081
2023-09-12,8332.9345703125,8334.0,8350.0,8276.0,8300.0,999475
2023-09-13,8246.9462890625,8248.0,8330.0,8224.0,8294.0,3080939
2023-09-14,8364.9306640625,8366.0,8366.0,8246.0,8278.0,1086481
2023-09-15,8340.93359375,8342.0,8496.0,8342.0,8442.0,7403954
2023-09-18,8388.927734375,8390.0,8390.0,8288.0,8318.0,1496435
2023-09-19,8418.9228515625,8420.0,8448.0,8354.0,8394.0,1706585
2023-09-20,8374.9287109375,8376.0,8494.0,8376.0,8442.0,1658596
2023-09-21,8338.93359375,8340.0,8436.0,8306.1201171875,8336.0,2683486
2023-09-22,8376.9287109375,8378.0,8430.0,8286.0,8320.0,1441768
2023-09-25,8304.9375,8306.0,8354.0,8244.0,8342.0,1418244
2023-09-26,8294.939453125,8296.0,8334.0,8256.0,8256.0,1779140
2023-09-27,8262.943359375,8264.0,8316.0,8244.0,8300.0,974079
2023-09-28,8238.9462890625,8240.0,8300.0,8158.0,8252.0,1120183
2023-09-29,8232.947265625,8234.0,8322.0,8234.0,8306.0,1065882
2023-10-02,8178.9541015625,8180.0,8294.0,8122.0,8224.0,1269192
